ADDR_ID, LAT, LON, HUISNR, STRAAT_ID, STRAATNM, POSTCODE, NISCODE, GEM_NAAM, MATCH_NIS, MATCH_GEM
6002105, 50.6855643178, 4.69104152742, , 14247, 5, 20180917220409, , , 20171205092354, 
6002101, 50.6864651171, 4.69104781412, , 14243, 2, 20180917220409, , , 20171205092354, 
6003679, 50.6866687967, 4.69123859128, , 15777, 184, 20180917220409, 20171121152225, , 20171205092354, 
6002088, 50.6861287103, 4.6912370024, , 14230, 1, 20180917220409, , , 20171205092354, 
6003681, 50.6866238957, 4.69130288001, , 15779, 186, 20180917220409, 20171121152225, , 20171205092354, 
6002107, 50.6854562545, 4.69129627125, , 14249, 7, 20180917220409, , , 20171205092354, 
6002109, 50.685420389, 4.6915874269, , 14251, 9, 20180917220409, , , 20171205092354, 
6002091, 50.6850481197, 4.69158654635, , 14233, 13, 20180917220409, , , 20171205092354, 
6002090, 50.6852740827, 4.69183547181, , 14232, 11, 20180917220409, , , 20171205092354, 
6003686, 50.6862162212, 4.691856476, , 15784, 190, 20180917220409, 20180504095716, , 20171205092354, 
6003693, 50.6859364074, 4.69218579941, , 15791, 198, 20181005220409, 20171129115826, , 20171205092354, 
6003692, 50.6863777374, 4.69224311879, , 15790, 197, 20180917220409, 20171121152225, , 20171205092354, 
6003697, 50.6858801313, 4.69224438302, , 15795, 202, 20180917220409, 20171129115826, , 20171205092354, 
6004763, 50.7000431791, 4.6883105723, , 32491, 26, 20180917220409, , , 20171205092354, 
6004765, 50.7002070213, 4.68875997091, , 32493, 28, 20180917220409, , , 20171205092354, 
6004405, 50.7003259119, 4.68925560096, , 31319, 1, 20180917220409, , , 20171205092354, 
6004762, 50.7004165978, 4.68774610735, , 32490, 25, 20180917220409, 20180419152340, , 20171205092354, 
6004769, 50.7005001479, 4.6890469446, , 32496, 30, 20180917220409, , , 20171205092354, 
6004764, 50.7005343301, 4.68827265174, , 32492, 27, 20180917220409, 20180419152340, , 20171205092354, 
6004766, 50.70068729, 4.6885778213, , 32494, 29, 20180917220409, 20180419152340, , 20171205092354, 
6004770, 50.7008126802, 4.68900990926, , 32497, 31, 20180917220409, 20180419152340, , 20171205092354, 
6004771, 50.7009095984, 4.68943783909, , 32911, 32, 20180917220409, 20180419150322, , 20171205092354, 
6004772, 50.7011082909, 4.68909726266, , 32912, 33, 20180917220409, 20180419152340, , 20171205092354, 
6004773, 50.7012310746, 4.68897901547, , 32913, 35, 20180917220409, 20180419152340, , 20171205092354, 
6004774, 50.7013923846, 4.6896771589, , 32914, 36, 20180917220409, , , 20171205092354, 
6004775, 50.7014350632, 4.68915521276, , 32915, 37, 20180917220409, 20180419152340, , 20171205092354, 
6004776, 50.7015015163, 4.68963065983, , 32916, 38, 20180917220409, , , 20171205092354, 
6004779, 50.7016163141, 4.68987996012, , 32919, 40, 20180917220409, , , 20171205092354, 
6004781, 50.7017041734, 4.68967877864, , 32921, 42, 20180917220409, , , 20171205092354, 
6004783, 50.7017568335, 4.68998588029, , 32923, 44, 20180917220409, , , 20171205092354, 
6004777, 50.7017772829, 4.68929328184, , 32917, 39, 20180917220409, 20180419152340, , 20171205092354, 
6004780, 50.7019089114, 4.68935716506, , 32920, 41, 20180917220409, 20180419152340, , 20171205092354, 
6004782, 50.7019825406, 4.68931534205, , 32922, 43, 20180917220409, 20180419152340, , 20171205092354, 
6004784, 50.7021520516, 4.68920683365, , 32924, 45, 20180917220409, 20180419152340, , 20171205092354, 
6000216, 50.687206626, 4.68689235693, , 12412, 10, 20180917220409, 20180606113659, , 20171205092354, 
6000217, 50.6869291358, 4.68719009553, , 1431325, 11, 20180917220409, , , 20171205092354, 
6003613, 50.689594371, 4.68746718924, , 15714, 173, 20180917220409, 20171121152225, , 20171205092354, 
6000252, 50.6870778241, 4.68750611478, , 12446, 9, 20180917220409, , , 20171205092354, 
6000248, 50.6875803763, 4.68774380443, , 12442, 6, 20180917220409, , , 20171205092354, 
6000249, 50.6873087998, 4.68788206923, , 12443, 7, 20180917220409, , , 20171205092354, 
6003612, 50.6869624709, 4.68835571972, , 15713, 172, 20180917220409, 20171121152225, , 20171205092354, 
6000220, 50.6881192763, 4.68844000266, , 12415, 2, 20180917220409, , , 20171205092354, 
6000215, 50.6877487771, 4.68850021465, , 12411, 1, 20180917220409, , , 20171205092354, 
6003606, 50.6883925585, 4.68852946986, , 15708, 164, 20180917220409, 20180417145459, , 20171205092354, 
6003614, 50.686943615, 4.68869554308, , 15715, 174, 20180917220409, 20171121152225, , 20171205092354, 
6003608, 50.6882909592, 4.6888068479, , 15710, 166, 20180917220409, 20171121152225, , 20171205092354, 
6003618, 50.6886922818, 4.68881955398, , 1432640, 179, 20181001220314, 20171121152225, , , 
6003611, 50.6873438207, 4.68909587235, , 1432639, 170, 20180917220409, 20171121152225, , 20171205092354, 
6003676, 50.6886394204, 4.68927377708, , 15774, 181, 20180917220409, 20171121152225, , 20171205092354, 
6003609, 50.6876006411, 4.68951106836, , 15711, 168, 20181005220409, 20171121152225, , 20171205092354, 
6003678, 50.6884924215, 4.68987404526, , 15776, 183, 20180917220409, 20171121152225, , 20171205092354, 
6003680, 50.6883414633, 4.69005120342, , 15778, 185, 20180917220409, 20171121152225, , 20171205092354, 
6003617, 50.6871703927, 4.69050806746, , 15718, 178, 20180917220409, 20171121152225, , 20171205092354, 
6003684, 50.6875179759, 4.69053938483, , 15782, 189, 20180917220409, 20171121152225, , 20171205092354, 
6019039, 50.6877557228, 4.69074189388, , 19600, 2, 20181009220309, , , 20171208112046, 
6003675, 50.6868003401, 4.69090725176, , 15773, 180, 20180917220409, 20171129103351, , 20171205092354, 
6003687, 50.6869599855, 4.69146371539, , 15785, 191, 20181009220309, 20180504103726, , 20171208112046, 
6019077, 50.6878478166, 4.69153364205, , 19638, 6, 20180917220409, , , 20171205092354, 
6019061, 50.6878018384, 4.6920318761, , 19622, 4, 20180917220409, , , 20171205092354, 
6019036, 50.6890616712, 4.69282398888, , 19597, 18, 20180917220409, , , 20171205092354, 
6019032, 50.6889263394, 4.69305806193, , 19593, 14, 20180917220409, , , 20171205092354, 
6019030, 50.6888211559, 4.69313569508, , 19591, 12, 20180917220409, , , 20171205092354, 
6001094, 50.6931963882, 4.6937880084, , 13264, 19, 20180917220409, 20180123104535, , 20171205092354, 
6020900, 50.6932686012, 4.69201664718, , 18107, 23, 20180917220409, 20171212155124, , 20171205092354, 
6019084, 50.6933355851, 4.69026966933, , 19645, 74, 20180917220409, , , 20171205092354, 
6017928, 50.6933914633, 4.68846672831, , 23876, 1B, 20180917220409, , , 20171205092354, 
6020901, 50.6934419804, 4.69223555305, , 18108, 25, 20180917220409, 20171212155124, , 20171205092354, 
6019067, 50.6934967172, 4.6910290751, , 19628, 47, 20180917220409, , , 20171205092354, 
6019085, 50.6935711655, 4.69033038745, , 19646, 76, 20180917220409, , , 20171205092354, 
6017922, 50.6936462902, 4.68880776143, , 23870, 1, 20181005220409, , , 20171205092354, 
6020903, 50.6937388929, 4.69242524552, , 18110, 27, 20180917220409, 20171212155124, , 20171205092354, 
6019069, 50.6938445808, 4.6905421301, , 19630, 49, 20180917220409, , , 20171205092354, 
6019071, 50.6939285957, 4.69046510531, , 19632, 51, 20180917220409, , , 20171205092354, 
6020588, 50.6940446658, 4.68638294511, , 16981, 2, 20181005220409, 20171207150628, , 20171205092354, 
5999427, 50.6940701897, 4.6917093265, , 11645, 5, 20180917220409, , , 20171205092354, 
6019087, 50.6941740407, 4.68969140524, , 19648, 82, 20180917220409, , , 20171205092354, 
5999484, 50.6942019645, 4.69093194096, , 11702, 3, 20180917220409, , , 20171205092354, 
6019088, 50.6942543682, 4.68958371079, , 19649, 84, 20180917220409, , , 20171205092354, 
6019073, 50.6945187278, 4.68983287492, , 19634, 53, 20180917220409, , , 20171205092354, 
5999216, 50.6947760833, 4.69256304472, , 1431296, 12, 20180917220409, , , 20171205092354, 
6004408, 50.6949752728, 4.6886654958, , 31322, 6, 20180917220409, , , 20171205092354, 
5999486, 50.6952698935, 4.69168132556, , 11704, 6, 20180917220409, 20171209111824, , 20171205092354, 
5999485, 50.6953788191, 4.69127323878, , 11703, 5, 20180917220409, 20171209111824, , 20171205092354, 
6004407, 50.6953959508, 4.68869600806, , 31321, 2, 20180917220409, , , 20171205092354, 
5999487, 50.695819853, 4.69140916211, , 11705, 7, 20180917220409, 20171209111824, , 20171205092354, 
6004759, 50.7001956575, 4.68669561457, , 32488, 19, 20180917220409, 20180419152340, , 20171205092354, 
6004761, 50.7002740394, 4.68737952742, , 1419689, 23, 20180917220409, 20180419152340, , 20171205092354, 
6004758, 50.7013190718, 4.68590282463, , 32487, 17, 20180917220409, , , 20171205092354, 
6020445, 50.7013579534, 4.6932641193, , 16431, 16, 20180917220409, 20171208120524, , 20171205092354, 
6020122, 50.6853513847, 4.684368645, , 23529, 14, 20180917220409, , , 20171205092354, 
6001417, 50.6863824981, 4.68439681432, , 13579, 1, 20180917220409, 20170419122005, , 20171205092354, 
6000998, 50.6839627298, 4.68457445072, , 13999, 7, 20180917220409, 20170516144009, , 20171205092354, 
6001420, 50.6866420761, 4.6846205788, , 13582, 2, 20180917220409, 20170419122005, , 20171205092354, 
6001419, 50.6859160821, 4.6846819776, , 13581, 12, 20180917220409, 20170419122005, , 20171205092354, 
6019884, 50.6850304836, 4.68493982412, , 22883, 10, 20180917220409, , , 20171205092354, 
6001418, 50.6862147513, 4.684990693, , 13580, 11, 20180917220409, 20170419122005, , 20171205092354, 
6020125, 50.6857527819, 4.68513573757, , 23532, 17, 20180917220409, , , 20171205092354, 
6001501, 50.6867795124, 4.68538888065, , 1431362, 9, 20180917220409, 20170419122005, , 20171205092354, 
6020152, 50.6846552353, 4.68555600534, , 23555, 8, 20180917220409, , , 20171205092354, 
6020121, 50.685686555, 4.68558665396, , 23528, 13, 20180917220409, , , 20171205092354, 
6000993, 50.683964128, 4.68574600223, , 13994, 3, 20180917220409, 20170516144009, , 20171205092354, 
6019885, 50.6850087142, 4.68579654794, , 22884, 11, 20180917220409, , , 20171205092354, 
6000219, 50.6861716966, 4.68633123846, , 12414, 16, 20180917220409, , , 20171205092354, 
6000711, 50.6848969089, 4.68670589242, , 13169, 4, 20180917220409, 20170419104816, , 20171205092354, 
6020150, 50.6841786632, 4.6867981475, , 23553, 4, 20180917220409, , , 20171205092354, 
6020134, 50.6840869122, 4.68680125197, , 23540, 2, 20180917220409, , , 20171205092354, 
6000708, 50.684455425, 4.68695358154, , 13166, 2, 20180917220409, 20170419104816, , 20171205092354, 
6000713, 50.6851726615, 4.68720809068, , 13171, 6, 20180917220409, 20170419104816, , 20171205092354, 
6000709, 50.6846082637, 4.68742030349, , 13167, 2A, 20180917220409, 20170419104816, , 20171205092354, 
6020128, 50.6839831473, 4.68745358726, , 23535, 1A, 20180917220409, , , 20171205092354, 
6000714, 50.6852457508, 4.68762690737, , 13172, 8, 20180917220409, 20170419104816, , 20171205092354, 
6020129, 50.6839219461, 4.68765394538, , 1415784, 1B, 20180917220409, , , 20171205092354, 
6000705, 50.6848290843, 4.68774186413, , 13163, 10, 20180917220409, 20170419104816, , 20171205092354, 
6000710, 50.6845063203, 4.68783620118, , 13168, 3, 20180917220409, 20170419104816, , 20171205092354, 
6000706, 50.6851118593, 4.68805257834, , 13164, 12, 20180917220409, 20170419104816, , 20171205092354, 
6000704, 50.6842934812, 4.68817278035, , 13162, 1, 20180917220409, 20170419104816, , 20171205092354, 
6017934, 50.6921202829, 4.68362552675, , 23882, 30, 20180917220409, , , 20171205092354, 
6017929, 50.6921509377, 4.68466447508, , 23877, 22, 20180917220409, , , 20171205092354, 
6017930, 50.6921772458, 4.68424500705, , 23878, 24, 20180917220409, , , 20171205092354, 
6017924, 50.6921709838, 4.68707395676, , 23872, 11, 20180917220409, , , 20171205092354, 
6020896, 50.6922472023, 4.69184354794, , 18103, 17, 20180917220409, 20171212155124, , 20171205092354, 
6017926, 50.6923110569, 4.68625501902, , 23874, 16, 20180917220409, , , 20171205092354, 
